1, 0.028, 0.045, 0, 0.017, 0.068
0.91, 1, 0.027, 0, 0.004, 0.001
0.153, 0.674, 1, 0, 0, 0
0.218, 0.388, 0.337, 1, 0, 0
0.258, 0.278, 0.272, 0.994, 1, 0.183
0.283, 0.283, 0.462, 0.145, 0.814, 1
