1, 0.193, 0.044, 0, 0.057, 0.007
0.791, 1, 0.013, 0.001, 0.006, 0.009
0.216, 0.668, 1, 0.002, 0.004, 0.022
0.234, 0.312, 0.181, 1, 0, 0.101
0.202, 0.241, 0.351, 1, 1, 0.19
0.304, 0.18, 0.371, 0.067, 0.719, 1
